event,gender,clas_s,heat,typ,wind,name,year,position,school,mark,points
100 Meter Dash,Girls,2,,Finals,-1.2,Julien Alfred,17,4,St. Catherine High,11.83,5
100 Meter Dash,Girls,2,,Finals,-1.2,Shaneil English,17,5,St. Jago High,11.85,4
100 Meter Dash,Girls,2,,Finals,-1.2,Shanette Allison,17,6,Holmwood,12.08,3
100 Meter Dash,Girls,2,,Finals,-1.2,Kiara Grant,17,7,Alpha,12.14,2
100 Meter Dash,Girls,2,,Finals,-1.2,Leyone Smith,17,8,Spot Valley High,12.31,1
100 Meter Dash,Girls,3,,Finals,0.4,Sashieka Steele,17,1,Holmwood,11.50R,9
100 Meter Dash,Girls,3,,Finals,0.4,Gabrielle Matthews,17,2,Hydel High,11.73,7
100 Meter Dash,Girls,3,,Finals,0.4,Krystal Sloley,17,3,Campion College,11.86,6
100 Meter Dash,Girls,3,,Finals,0.4,Thennelle Williams,17,4,St. Jago High,11.90,5
100 Meter Dash,Girls,3,,Finals,0.4,Shanique Rowe,17,5,Edwin Allen High,12.06,4
100 Meter Dash,Girls,3,,Finals,0.4,Soyinne Grenyion,17,6,Mount Alvernia High,12.17,3
100 Meter Dash,Girls,3,,Finals,0.4,Monae Carey,17,7,Holmwood,12.40,2
100 Meter Dash,Girls,3,,Finals,0.4,Kevona Davis,17,--,Edwin Allen High,FS,0
100 Meter Dash,Girls,4,,Finals,-0.7,Brianna Lyston,17,1,St. Jago High,11.86,9
100 Meter Dash,Girls,4,,Finals,-0.7,Danae Nembhard,17,2,St. Jago High,12.08,7
100 Meter Dash,Girls,4,,Finals,-0.7,Tia Clayton,17,3,Edwin Allen High,12.28,6
100 Meter Dash,Girls,4,,Finals,-0.7,Shenequa Vassell,17,4,Mount Alvernia High,12.31,5
100 Meter Dash,Girls,4,,Finals,-0.7,Oneika Mcannuff,17,5,Hydel High,12.39,4
100 Meter Dash,Girls,4,,Finals,-0.7,Dekanya Webb,17,6,Wolmer's,12.40,3
100 Meter Dash,Girls,4,,Finals,-0.7,Asheika Smith,17,7,Manchester High,12.44,2
100 Meter Dash,Girls,4,,Finals,-0.7,Tissia Parker,17,8,Camperdown High,12.85,1
200 Meter Dash,Boys,2,,Finals,1.9,Sachin Dennis,17,1,21.06,21.06,9
200 Meter Dash,Boys,2,,Finals,1.9,Jevaughn Powell,17,2,21.11,21.11,7
200 Meter Dash,Boys,2,,Finals,1.9,Xavier Nairne,17,3,21.15,21.15,6
200 Meter Dash,Boys,2,,Finals,1.9,Ryiem Robertson,17,4,21.46,21.46,5
200 Meter Dash,Boys,2,,Finals,1.9,Junior Grant,17,5,21.78,21.78,4
200 Meter Dash,Boys,2,,Finals,1.9,Daniel Chambers,17,6,21.83,21.83,3
200 Meter Dash,Boys,2,,Finals,1.9,Michali Everett,17,7,22.18,22.18,2
200 Meter Dash,Boys,2,,Finals,1.9,Oshane Peart,17,8,22.43,22.43,1
200 Meter Dash,Boys,1,,Finals,2.8,Christopher Taylor,17,1,20.70,20.70,9
200 Meter Dash,Boys,1,,Finals,2.8,Andel Miller,17,2,20.90,20.90,7
200 Meter Dash,Boys,1,,Finals,2.8,Tyreke Wilson,17,3,21.03,21.03,6
200 Meter Dash,Boys,1,,Finals,2.8,Tyreke Bryan,17,4,21.17,21.17,5
200 Meter Dash,Boys,1,,Finals,2.8,Richard Dixon,17,5,21.23,21.23,4
200 Meter Dash,Boys,1,,Finals,2.8,Delano Dunkley,17,6,21.78,21.78,3
200 Meter Dash,Boys,1,,Finals,2.8,Jhevaughn Matherson,17,7,25.35,25.35,2
200 Meter Dash,Boys,1,,Finals,2.8,Michael Bentley,17,--,DNF,DNF,0
200 Meter Dash,Boys,3,,Finals,1.9,Raheim Scott,17,1,21.99,21.99,9
200 Meter Dash,Boys,3,,Finals,1.9,Terrique Stennett,17,2,22.01,22.01,7
200 Meter Dash,Boys,3,,Finals,1.9,Rushany Christian,17,3,22.61,22.61,6
200 Meter Dash,Boys,3,,Finals,1.9,Javain Johnson,17,4,22.62,22.62,5
200 Meter Dash,Boys,3,,Finals,1.9,Luke Brown,17,5,22.65,22.65,4
200 Meter Dash,Boys,3,,Finals,1.9,Jeffery Barron,17,6,22.68,22.68,3
200 Meter Dash,Boys,3,,Finals,1.9,Malachi Johnson,17,7,23.26,23.26,2
200 Meter Dash,Boys,3,,Finals,1.9,Deondre Mcintosh,17,8,23.29,23.29,1
200 Meter Dash,Girls,1,,Finals,1.7,Roneisha McGregor,17,1,23.19,23.19,9
200 Meter Dash,Girls,1,,Finals,1.7,Aneka Brissett,17,2,23.51,23.51,7
200 Meter Dash,Girls,1,,Finals,1.7,Patrice Moody,17,3,23.61,23.61,6
200 Meter Dash,Girls,1,,Finals,1.7,Isheena Belnavis,17,4,23.72,23.72,5
200 Meter Dash,Girls,1,,Finals,1.7,Kasheika Cameron,17,5,23.79,23.79,4
200 Meter Dash,Girls,1,,Finals,1.7,Stacey-Ann Williams,17,6,23.98,23.98,3
200 Meter Dash,Girls,1,,Finals,1.7,Kimone Hines,17,7,24.09,24.09,2
200 Meter Dash,Girls,1,,Finals,1.7,Debra Wallace,17,8,24.31,24.31,1
200 Meter Dash,Girls,2,,Finals,2.9,Michae Harriott,17,1,23.28,23.28,9
200 Meter Dash,Girls,2,,Finals,2.9,Britany Anderson,17,2,23.33,23.33,7
200 Meter Dash,Girls,2,,Finals,2.9,Kavia Francis,17,3,23.73,23.73,6
200 Meter Dash,Girls,2,,Finals,2.9,Kemba Nelson,17,4,23.92,23.92,5
200 Meter Dash,Girls,2,,Finals,2.9,Ray-donna Lee,17,5,23.92,23.92,4
200 Meter Dash,Girls,2,,Finals,2.9,Ockera Myrie,17,6,24.00,24.00,3
200 Meter Dash,Girls,2,,Finals,2.9,Julien Alfred,17,7,24.00,24.00,2
200 Meter Dash,Girls,2,,Finals,2.9,Shaneil English,17,8,24.33,24.33,1
200 Meter Dash,Girls,3,,Finals,0.9,Kevona Davis,17,1,Edwin Allen High,23.07R,9
200 Meter Dash,Girls,3,,Finals,0.9,Joanne Reid,17,2,23.39,23.39,7
200 Meter Dash,Girls,3,,Finals,0.9,Gabrielle Matthews,17,3,23.47,23.47,6
200 Meter Dash,Girls,3,,Finals,0.9,Sashieka Steele,17,4,23.76,23.76,5
200 Meter Dash,Girls,3,,Finals,0.9,Salieci Myles,17,5,24.41,24.41,4
200 Meter Dash,Girls,3,,Finals,0.9,Gizel Clayton,17,6,24.43,24.43,3
200 Meter Dash,Girls,3,,Finals,0.9,Ackera Nugent,17,7,24.95,24.95,2
200 Meter Dash,Girls,3,,Finals,0.9,Soyinne Grenyion,17,8,25.06,25.06,1
200 Meter Dash,Girls,4,,Finals,-0.6,Brianna Lyston,17,1,St. Jago High,23.72R,9
200 Meter Dash,Girls,4,,Finals,-0.6,Oneika Mcannuff,17,2,Hydel High,24.60,7
200 Meter Dash,Girls,4,,Finals,-0.6,Shenequa Vassell,17,3,Mount Alvernia High,24.74,6
200 Meter Dash,Girls,4,,Finals,-0.6,Tina Clayton,17,4,Edwin Allen High,24.87,5
200 Meter Dash,Girls,4,,Finals,-0.6,Asheika Smith,17,5,Manchester High,25.00,4
200 Meter Dash,Girls,4,,Finals,-0.6,Dejona Simpson,17,6,Hydel High,25.01,3
200 Meter Dash,Girls,4,,Finals,-0.6,Alexis James,17,7,Petersfield High,25.56,2
200 Meter Dash,Girls,4,,Finals,-0.6,Raven Reid,17,8,Excelsior High,25.61,1
400 Meter Dash,Boys,2,,Finals,,Jevaughn Powell,17,1,Edwin Allen High,48.11,9
400 Meter Dash,Boys,2,,Finals,,Antonio Watson,17,2,Petersfield High,48.54,7
400 Meter Dash,Boys,2,,Finals,,Evaldo Whitehorne,17,3,Calabar High,48.78,6
400 Meter Dash,Boys,2,,Finals,,Kobe Simpson,17,4,Manchester High,49.54,5
400 Meter Dash,Boys,2,,Finals,,Nicquaine Henry,17,5,Calabar High,50.00,4
400 Meter Dash,Boys,2,,Finals,,Zidane Brown,17,6,Glenmuir High,50.09,3
400 Meter Dash,Boys,2,,Finals,,Rashane Bartlett,17,7,Steths,50.14,2
400 Meter Dash,Boys,2,,Finals,,Ryiem Robertson,17,8,Jamaica College,50.20,1
400 Meter Dash,Boys,3,,Finals,,Devante Heywood,17,1,Munro College,50.22,9
400 Meter Dash,Boys,3,,Finals,,Tajay Roberts,17,2,Calabar High,51.33,7
400 Meter Dash,Boys,3,,Finals,,Martin Rose,17,3,Excelsior High,51.71,6
400 Meter Dash,Boys,3,,Finals,,Bjorn Clarke,17,4,Kingston College,52.06,5
400 Meter Dash,Boys,3,,Finals,,Dante Jackson,17,5,Wolmer's,52.12,4
400 Meter Dash,Boys,3,,Finals,,Deandre Watkin,17,6,Maggotty High,52.15,3
400 Meter Dash,Boys,3,,Finals,,Tajay Gardner,17,7,Munro College,52.40,2
400 Meter Dash,Boys,3,,Finals,,Najay Mickiel,17,8,Port Antonio High,52.57,1
400 Meter Dash,Boys,1,,Finals,,Christopher Taylor,17,1,Calabar High,46.45,9
400 Meter Dash,Boys,1,,Finals,,Anthony Carpenter,17,2,Calabar High,46.53,7
400 Meter Dash,Boys,1,,Finals,,Dashawn Morris,17,3,Kingston College,47.18,6
400 Meter Dash,Boys,1,,Finals,,Malik Smith,17,4,Bridgeport High,47.75,5
400 Meter Dash,Boys,1,,Finals,,Ramone Lindo,17,5,Vere Technical High,47.90,4
400 Meter Dash,Boys,1,,Finals,,Chevannie Hanson,17,6,Edwin Allen High,48.25,3
400 Meter Dash,Boys,1,,Finals,,Keeco Morrison,17,7,Jamaica College,48.29,2
400 Meter Dash,Boys,1,,Finals,,Andy Williams,17,8,St. Jago High,48.85,1
400 Meter Dash,Girls,1,,Finals,,Stacey-Ann Williams,17,1,Steths,52.68,9
400 Meter Dash,Girls,1,,Finals,,Alesha Kelly,17,2,St. Jago High,52.69,7
400 Meter Dash,Girls,1,,Finals,,Roneisha McGregor,17,3,Hydel High,53.25,6
400 Meter Dash,Girls,1,,Finals,,Osheena Kerr,17,4,Holmwood,55.11,5
400 Meter Dash,Girls,1,,Finals,,Janiel Moore,17,5,Edwin Allen High,55.25,4
400 Meter Dash,Girls,1,,Finals,,Satanya Wright,17,6,Steths,55.73,3
400 Meter Dash,Girls,1,,Finals,,Kelly ann Downer,17,7,St. Andrew,56.27,2
400 Meter Dash,Girls,1,,Finals,,Moisha Barnes,17,8,Edwin Allen High,56.64,1
400 Meter Dash,Girls,2,,Finals,,Kimara Francis,17,1,St. Jago High,54.11,9
400 Meter Dash,Girls,2,,Finals,,Sanique Walker,17,2,Vere Technical High,54.19,7
400 Meter Dash,Girls,2,,Finals,,Anna-Kay Allen,17,3,St. Catherine High,55.06,6
400 Meter Dash,Girls,2,,Finals,,Janielle Josephs,17,4,St. Andrew,55.34,5
400 Meter Dash,Girls,2,,Finals,,Charokee Young,17,5,Hydel High,56.15,4
400 Meter Dash,Girls,2,,Finals,,Shanamarie Staple,17,6,Lacovia High,56.57,3
400 Meter Dash,Girls,2,,Finals,,Nadesha Wallace,17,7,Holmwood,59.66,2
400 Meter Dash,Girls,2,,Finals,,Abigail Brooks,17,--,Hydel High,DNF,0
400 Meter Dash,Girls,3,,Finals,,Joanne Reid,17,1,St. Jago High,54.29,9
400 Meter Dash,Girls,3,,Finals,,Garriel White,17,2,Hydel High,55.28,7
400 Meter Dash,Girls,3,,Finals,,Daniella Deer,17,3,Holmwood,55.85,6
400 Meter Dash,Girls,3,,Finals,,Nattesha Palmer,17,4,Holmwood,56.24,5
400 Meter Dash,Girls,3,,Finals,,Dorian Nelson,17,5,Excelsior High,57.17,4
400 Meter Dash,Girls,3,,Finals,,Selisa Palmer,17,6,Edwin Allen High,57.74,3
400 Meter Dash,Girls,3,,Finals,,Cadese Higgins,17,7,Vere Technical High,59.20,2
400 Meter Dash,Girls,3,,Finals,,Shenese Walker,17,--,Hydel High,163.3,0
100 Meter Dash,Boys,1,,Finals,NWI,Tyreke Wilson,18,1,Calabar High,10.21,9
100 Meter Dash,Boys,1,,Finals,NWI,Ryiem Robertson,18,2,Jamaica College,10.28,7
100 Meter Dash,Boys,1,,Finals,NWI,Xavier Nairne,18,3,Wolmer's,10.42,6
100 Meter Dash,Boys,1,,Finals,NWI,Kimani Gardner,18,4,Excelsior High,10.44,5
100 Meter Dash,Boys,1,,Finals,NWI,Roshaun Rowe,18,5,Kingston College,10.45,4
100 Meter Dash,Boys,1,,Finals,NWI,Michali Everett,18,6,Jamaica College,10.46,3
100 Meter Dash,Boys,1,,Finals,NWI,Jhevaughn Mathers,18,7,Kingston College,18.74,2
100 Meter Dash,Boys,1,,Finals,NWI,Michael Stephens,18,--,Calabar High,DNF,0
100 Meter Dash,Boys,2,,Finals,2.0,Sachin Dennis,18,1,Steths,10.20R,9
100 Meter Dash,Boys,2,,Finals,2.0,Terrique Stennett,18,2,Kingston College,10.37,7
100 Meter Dash,Boys,2,,Finals,2.0,Conroy Jones,18,3,Steths,10.52,6
100 Meter Dash,Boys,2,,Finals,2.0,Andre Bent,18,4,William Knibb,10.56,5
100 Meter Dash,Boys,2,,Finals,2.0,Daniel Chambers,18,5,St. Jago High,10.57,4
100 Meter Dash,Boys,2,,Finals,2.0,Rajay Morris,18,6,Clarendon College,10.69,3
100 Meter Dash,Boys,2,,Finals,2.0,Shakur Williams,18,7,Meadowbrook High,10.86,2
100 Meter Dash,Boys,2,,Finals,2.0,Justin Emmanuel,18,8,Papine High,10.89,1
100 Meter Dash,Boys,3,,Finals,0.6,Bouwahjgie Nkrumi,18,1,Kingston College,10.79R,9
100 Meter Dash,Boys,3,,Finals,0.6,Adrian Kerr,18,2,Kingston College,10.81,7
100 Meter Dash,Boys,3,,Finals,0.6,David Lynch,18,3,Calabar High,11.08,6
100 Meter Dash,Boys,3,,Finals,0.6,Roshane Mcleod,18,4,Steths,11.12,5
100 Meter Dash,Boys,3,,Finals,0.6,Elado Coltas,18,5,Calabar High,11.27,4
100 Meter Dash,Boys,3,,Finals,0.6,Krishaun Corrodus,18,6,Jamaica College,11.30,3
100 Meter Dash,Boys,3,,Finals,0.6,Jalan Bennett,18,7,Camperdown High,11.32,2
100 Meter Dash,Boys,3,,Finals,0.6,Rajaun Watson,18,8,Manchester High,11.69,1
100 Meter Dash,Girls,1,,Finals,1.2,Kasheika Cameron,18,1,Edwin Allen High,11.29,9
100 Meter Dash,Girls,1,,Finals,1.2,Michae Harriott,18,2,Holmwood,11.44,7
100 Meter Dash,Girls,1,,Finals,1.2,Ockera Myrie,18,3,Petersfield High,11.45,6
100 Meter Dash,Girls,1,,Finals,1.2,Yanique Dayle,18,4,Hydel High,11.58,5
100 Meter Dash,Girls,1,,Finals,1.2,Kelliesha King,18,5,Holmwood,11.69,4
100 Meter Dash,Girls,1,,Finals,1.2,Sharikae Campbell,18,6,Hydel High,11.76,3
100 Meter Dash,Girls,1,,Finals,1.2,Fredricka Mckenzi,18,7,Edwin Allen High,11.77,2
100 Meter Dash,Girls,1,,Finals,1.2,Kimone Shaw,18,8,St. Jago High,11.95,1
100 Meter Dash,Girls,2,,Finals,0.9,Kevona Davis,18,1,Edwin Allen High,11.16R,9
100 Meter Dash,Girls,2,,Finals,0.9,Ray-donna Lee,18,2,Hydel High,11.58,7
100 Meter Dash,Girls,2,,Finals,0.9,Julien Alfred,18,3,St. Catherine High,11.64,6
100 Meter Dash,Girls,2,,Finals,0.9,Krystal Sloley,18,4,Campion College,11.67,5
100 Meter Dash,Girls,2,,Finals,0.9,Thennelle William,18,5,St. Jago High,11.77,4
100 Meter Dash,Girls,2,,Finals,0.9,Hughasia Fyffe,18,6,Immaculate,11.93,3
100 Meter Dash,Girls,2,,Finals,0.9,Kayla Bonnick,18,7,St. Jago High,11.93,2
100 Meter Dash,Girls,2,,Finals,0.9,Kimberly Baker,18,8,Holmwood,12.03,1
100 Meter Dash,Girls,3,,Finals,0.7,Tia Clayton,18,1,Edwin Allen High,11.56,9
100 Meter Dash,Girls,3,,Finals,0.7,Serena Cole,18,2,Edwin Allen High,11.70,7
100 Meter Dash,Girls,3,,Finals,0.7,Brianna Lyston,18,3,St. Jago High,11.71,6
100 Meter Dash,Girls,3,,Finals,0.7,Danae Nembhard,18,4,St. Jago High,11.81,5
100 Meter Dash,Girls,3,,Finals,0.7,Sashieka Steele,18,5,Holmwood,11.83,4
100 Meter Dash,Girls,3,,Finals,0.7,Shenese Walker,18,6,Hydel High,11.92,3
100 Meter Dash,Girls,3,,Finals,0.7,Shenequa Vassell,18,7,Mount Alvernia High,12.00,2
100 Meter Dash,Girls,3,,Finals,0.7,Onanda Lowe,18,8,Immaculate,12.19,1
100 Meter Dash,Girls,4,,Finals,0.9,Alana Reid,18,1,Hydel High,11.97,9
100 Meter Dash,Girls,4,,Finals,0.9,Quaycian Davis,18,2,St. Jago High,12.31,7
100 Meter Dash,Girls,4,,Finals,0.9,Shanise Ellis,18,3,Manchester High,12.33,6
100 Meter Dash,Girls,4,,Finals,0.9,Ma-avian Williams,18,4,Excelsior High,12.42,5
100 Meter Dash,Girls,4,,Finals,0.9,Alyshia Phipps,18,5,Wolmer's,12.44,4
100 Meter Dash,Girls,4,,Finals,0.9,Anne-lie Waite,18,6,Spaldings High,12.45,3
100 Meter Dash,Girls,4,,Finals,0.9,Carleta Bernard,18,7,Mount Alvernia High,12.77,2
100 Meter Dash,Girls,4,,Finals,0.9,Kerrica Hill,18,8,Hydel High,13.66,1
200 Meter Dash,Boys,2,,Finals,1.2,Antonio Watson,18,1,1.2,20.90,9
200 Meter Dash,Boys,2,,Finals,1.2,Sachin Dennis,18,2,1.2,20.95,7
200 Meter Dash,Boys,2,,Finals,1.2,Zidane Brown,18,3,1.2,21.14,6
200 Meter Dash,Boys,2,,Finals,1.2,Javari Thomas,18,4,1.2,21.14,5
200 Meter Dash,Boys,2,,Finals,1.2,Andre Bent,18,5,1.2,21.44,4
200 Meter Dash,Boys,2,,Finals,1.2,Daniel Chambers,18,6,1.2,21.58,3
200 Meter Dash,Boys,2,,Finals,1.2,Raheim Scott,18,7,1.2,21.62,2
200 Meter Dash,Boys,2,,Finals,163.3A,Rajay Morris,18,--,DQ,RULE,0
200 Meter Dash,Boys,1,,Finals,+0.0,Christopher Taylo,18,1,Calabar High,20.35,9
200 Meter Dash,Boys,1,,Finals,+0.0,Anthony Carpenter,18,2,Calabar High,20.92,7
200 Meter Dash,Boys,1,,Finals,+0.0,Ryiem Robertson,18,3,Jamaica College,21.12,6
200 Meter Dash,Boys,1,,Finals,+0.0,Xavier Nairne,18,4,Wolmer's,21.18,5
200 Meter Dash,Boys,1,,Finals,+0.0,Kevon Stone,18,5,Petersfield High,21.32,4
200 Meter Dash,Boys,1,,Finals,+0.0,Ramone Lindo,18,6,Vere Technical High,21.46,3
200 Meter Dash,Boys,1,,Finals,+0.0,Danelson Mahautie,18,7,Campion College,21.55,2
200 Meter Dash,Boys,1,,Finals,+0.0,Kimani Gardner,18,8,Excelsior High,21.99,1
200 Meter Dash,Boys,3,,Finals,0.1,Adrian Kerr,18,1,Kingston College,21.69R,9
200 Meter Dash,Boys,3,,Finals,0.1,Bouwahjgie Nkrumi,18,2,21.74,21.74,7
200 Meter Dash,Boys,3,,Finals,0.1,Lavoughn Douglas,18,3,22.52,22.52,6
200 Meter Dash,Boys,3,,Finals,0.1,Roshane Mcleod,18,4,22.71,22.71,5
200 Meter Dash,Boys,3,,Finals,0.1,Jalan Bennett,18,5,22.85,22.85,4
200 Meter Dash,Boys,3,,Finals,0.1,Elado Coltas,18,6,23.18,23.18,3
200 Meter Dash,Boys,3,,Finals,0.1,Rashawn Campbell,18,7,23.22,23.22,2
200 Meter Dash,Girls,1,,Finals,1.3,Ockera Myrie,18,1,23.31,23.31,9
200 Meter Dash,Girls,1,,Finals,1.3,Michae Harriott,18,2,23.37,23.37,7
200 Meter Dash,Girls,1,,Finals,1.3,Kasheika Cameron,18,3,23.39,23.39,6
200 Meter Dash,Girls,1,,Finals,1.3,Fredricka Mckenzi,18,4,23.81,23.81,5
200 Meter Dash,Girls,1,,Finals,23.94,Daszay Freeman,18,5,23.94,School,1.3
200 Meter Dash,Girls,1,,Finals,23.94,Amoi Brown,18,5,23.94,High,1.3
200 Meter Dash,Girls,1,,Finals,1.3,Yanique Dayle,18,7,24.09,24.09,2
200 Meter Dash,Girls,1,,Finals,1.3,Kadeja Campbell,18,8,24.49,24.49,1
200 Meter Dash,Girls,2,,Finals,0.8,Kevona Davis,18,1,Edwin Allen High,22.72R,9
200 Meter Dash,Girls,2,,Finals,0.8,Kavia Francis,18,2,23.58,23.58,7
200 Meter Dash,Girls,2,,Finals,0.8,Julien Alfred,18,3,23.74,23.74,6
200 Meter Dash,Girls,2,,Finals,0.8,Selisa Palmer,18,4,23.98,23.98,5
200 Meter Dash,Girls,2,,Finals,0.8,Kishawna Wallace,18,5,24.10,24.10,4
200 Meter Dash,Girls,2,,Finals,0.8,Krystal Sloley,18,6,24.11,24.11,3
200 Meter Dash,Girls,2,,Finals,0.8,Bridgette Campbel,18,7,24.15,24.15,2
200 Meter Dash,Girls,2,,Finals,0.8,Kimberly Baker,18,8,24.36,24.36,1
200 Meter Dash,Girls,3,,Finals,-0.9,Gabrielle Matthew,18,1,Hydel High,23.60,9
200 Meter Dash,Girls,3,,Finals,-0.9,Tina Clayton,18,2,Edwin Allen High,23.71,7
200 Meter Dash,Girls,3,,Finals,-0.9,Shenese Walker,18,3,Hydel High,24.19,6
200 Meter Dash,Girls,3,,Finals,-0.9,Brianna Lyston,18,4,St. Jago High,24.41,5
200 Meter Dash,Girls,3,,Finals,-0.9,Sashell Reid,18,5,St. Jago High,24.71,4
200 Meter Dash,Girls,3,,Finals,-0.9,Shenequa Vassell,18,6,Mount Alvernia High,24.72,3
200 Meter Dash,Girls,3,,Finals,-0.9,Asheika Smith,18,7,Manchester High,24.77,2
200 Meter Dash,Girls,3,,Finals,-0.9,Salieci Myles,18,8,Edwin Allen High,27.98,1
200 Meter Dash,Girls,4,,Finals,0.5,Alana Reid,18,1,24.78,24.78,9
200 Meter Dash,Girls,4,,Finals,0.5,Mickayla Gardener,18,2,25.14,25.14,7
200 Meter Dash,Girls,4,,Finals,0.5,Asanneya Tomlin,18,3,25.31,25.31,6
200 Meter Dash,Girls,4,,Finals,0.5,Damoya Compass,18,4,25.39,25.39,5
200 Meter Dash,Girls,4,,Finals,0.5,Mikela Coombs,18,5,25.45,25.45,4
200 Meter Dash,Girls,4,,Finals,0.5,Carleta Bernard,18,6,25.63,25.63,3
200 Meter Dash,Girls,4,,Finals,0.5,Aaliyah Foster,18,7,25.96,25.96,2
200 Meter Dash,Girls,4,,Finals,0.5,Shanise Ellis,18,8,26.01,26.01,1
400 Meter Dash,Boys,2,,Finals,,Antonio Watson,18,1,Petersfield High,47.08,9
400 Meter Dash,Boys,2,,Finals,,Evaldo Whitehorne,18,2,Calabar High,47.15,7
400 Meter Dash,Boys,2,,Finals,,Zidane Brown,18,3,Glenmuir High,47.73,6
400 Meter Dash,Boys,2,,Finals,,Kalonji Grant,18,4,St. George's,47.98,5
400 Meter Dash,Boys,2,,Finals,,Shanthamoi Brown,18,5,Kingston College,48.37,4
400 Meter Dash,Boys,2,,Finals,,Malachi Johnson,18,6,Excelsior High,48.69,3
400 Meter Dash,Boys,2,,Finals,,Rasheim Williams,18,7,Wolmer's,48.79,2
400 Meter Dash,Boys,2,,Finals,,Raheim Scott,18,--,Rusea's High,FS,0
400 Meter Dash,Boys,3,,Finals,,Lavoughn Douglas,18,1,Calabar High,49.38,9
400 Meter Dash,Boys,3,,Finals,,Adrian Nethersole,18,2,Steths,49.59,7
400 Meter Dash,Boys,3,,Finals,,Tyreese Williams,18,3,Kingston College,49.83,6
400 Meter Dash,Boys,3,,Finals,,Lenox Barrett,18,4,Kingston College,50.70,5
400 Meter Dash,Boys,3,,Finals,,Garth Henry,18,5,Calabar High,50.94,4
400 Meter Dash,Boys,3,,Finals,,Domonic Atkinstal,18,6,Wolmer's,51.64,3
400 Meter Dash,Boys,3,,Finals,,Jehlani Gordon,18,7,Wolmer's,51.86,2
400 Meter Dash,Boys,3,,Finals,,Tahj Hamm,18,8,Holmwood,52.06,1
400 Meter Dash,Boys,1,,Finals,,Dashawn Morris,18,1,Kingston College,45.09,9
400 Meter Dash,Boys,1,,Finals,,Anthony Carpenter,18,2,Calabar High,45.47,7
400 Meter Dash,Boys,1,,Finals,,Chevannie Hanson,18,3,Edwin Allen High,46.03,6
400 Meter Dash,Boys,1,,Finals,,Shemar Chambers,18,4,Calabar High,46.18,5
400 Meter Dash,Boys,1,,Finals,,Colby Jennings,18,5,Jamaica College,46.73,4
400 Meter Dash,Boys,1,,Finals,,Andy Williams,18,6,St. Jago High,46.99,3
400 Meter Dash,Boys,1,,Finals,,Tevin Evans,18,7,St. Andrew Tech,47.25,2
400 Meter Dash,Boys,1,,Finals,,Anthony Cox,18,--,St. Jago High,DNF,0
400 Meter Dash,Girls,1,,Finals,,Shiann Salmon,18,1,Hydel High,52.05,9
400 Meter Dash,Girls,1,,Finals,,Charokee Young,18,2,Hydel High,52.82,7
400 Meter Dash,Girls,1,,Finals,,Stacey-Ann Willia,18,3,Steths,53.30,6
400 Meter Dash,Girls,1,,Finals,,Shalysa Wray,18,4,St. Jago High,54.21,5
400 Meter Dash,Girls,1,,Finals,,Shanamarie Staple,18,5,Lacovia High,54.64,4
400 Meter Dash,Girls,1,,Finals,,Kimorla Muschette,18,6,Edwin Allen High,55.33,3
400 Meter Dash,Girls,1,,Finals,,Kadeja Campbell,18,7,Holmwood,55.94,2
400 Meter Dash,Girls,1,,Finals,,Sanique Walker,18,--,Vere Technical High,DNF,0
400 Meter Dash,Girls,2,,Finals,,Daniella Deer,18,1,Holmwood,53.06,9
400 Meter Dash,Girls,2,,Finals,,Janielle Josephs,18,2,St. Andrew,53.24,7
400 Meter Dash,Girls,2,,Finals,,Garriel White,18,3,Hydel High,53.34,6
400 Meter Dash,Girls,2,,Finals,,Nickisha Pryce,18,4,Vere Technical High,53.50,5
400 Meter Dash,Girls,2,,Finals,,Nattesha Palmer,18,5,Holmwood,53.67,4
400 Meter Dash,Girls,2,,Finals,,Selisa Palmer,18,6,Edwin Allen High,54.72,3
400 Meter Dash,Girls,2,,Finals,,Dorian Nelson,18,7,Excelsior High,54.92,2
400 Meter Dash,Girls,2,,Finals,,Britney Brown,18,8,The Queens School,54.97,1
400 Meter Dash,Girls,3,,Finals,,Rickiann Russell,18,1,Holmwood,53.60,9
400 Meter Dash,Girls,3,,Finals,,Oneika Mcannuff,18,2,Hydel High,53.77,7
400 Meter Dash,Girls,3,,Finals,,Toriann Noad,18,3,Holmwood,55.25,6
400 Meter Dash,Girls,3,,Finals,,Donnell Hartley,18,4,The Queens School,55.88,5
400 Meter Dash,Girls,3,,Finals,,Safhia Hinds,18,5,St. Jago High,56.24,4
400 Meter Dash,Girls,3,,Finals,,Leanna Lewis,18,6,Edwin Allen High,56.51,3
400 Meter Dash,Girls,3,,Finals,,Dejona Simpson,18,7,Hydel High,56.52,2
400 Meter Dash,Girls,3,,Finals,,Shevanae Thomas,18,8,Manchester High,56.53,1
100 Meter Dash,Boys,1,,Finals,1.4,Oblique Seville,19,1,Calabar High,10.13,9
100 Meter Dash,Boys,1,,Finals,1.4,Ryiem Robertson,19,2,Jamaica College,10.19,7
100 Meter Dash,Boys,1,,Finals,1.4,Conroy Jones,19,3,St. Elizabet,10.32,6
100 Meter Dash,Boys,1,,Finals,1.4,Michali Everett,19,4,Jamaica College,10.34,5
100 Meter Dash,Boys,1,,Finals,1.4,Michael Stephens,19,5,Calabar High,10.35,4
100 Meter Dash,Boys,1,,Finals,1.4,Xavier Nairne,19,6,Wolmer's Hig,10.39,3
